PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,TIPO
5606,Colegio María Inmaculada. Calle Mogambo,,,"BUS: 10 , 57 , 136 , 144 RENFE: El Pozo", ENSEÑANZA: Educación infantil (Primer y segundo ciclo) - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8890ae10c471c010VgnVCM1000000b205a0aRCRD,MOGAMBO,CALLE,,MADRID,MADRID,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS,444324,4470325,40.379774328145274,-3.6571931808017073,917 774 651 - 915 076 417,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
6270,Colegio María Inmaculada. Calle Ríos Rosas,,,"Metro: Ríos Rosas  Bus: 12 , 45 , 5","  Enseñanzas impartidas :   - ESO - Bachillerato (Humanidades y C. Sociales - Ciencias y Tecnología) - Educación Básica de Personas Adultas - Educación Secundaria Obligatoria de  Personas Adultas.   - Formación Profesional de Grado Medio: Gestión administrativa - Cuidados auxiliares de enfermería.   - Formación Profesional  de Grado Superior: Administración y finanzas - Anatomía patológica y citología - Educación infantil.   - Programas de Cualificación Profesional Inicial: General: Actividades auxiliares de comercio - Servicios auxiliares en administración y gestión  - Programa de Cualificación Profesional, Módulos voluntarios ",0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3ba0ae10c471c010VgnVCM1000000b205a0aRCRD,RIOS ROSAS,CALLE,,MADRID,MADRID,28003,RIOS ROSAS,CHAMBERI,440910,4477255,40.441967561937844,-3.6980660100916305,914 410 628,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados
5612,Colegio María Inmaculada. Paseo General Martínez Campos,,,"METRO: Iglesia BUS: 3 , 5 , 7 , 16 , 40 , 61 , 147", ENSEÑANZA: Educación infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=edb0ae10c471c010VgnVCM1000000b205a0aRCRD,GENERAL MARTINEZ CAMPOS,PASEO,,MADRID,MADRID,28010,ALMAGRO,CHAMBERI,441083,4476468,40.43489028042732,-3.695941329828033,914 466 119,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
6058,Colegio María Reina. Avenida Orcasur,,,"RENFE: Orcasitas BUS: 76 , 78 ", ENSEÑANZA: Educación Infantil - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=90d0ae10c471c010VgnVCM1000000b205a0aRCRD,ORCASUR,AVENIDA,,MADRID,MADRID,28041,ORCASUR,USERA,440489,4468684,40.3647167372444,-3.702215148248456,913 170 237,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5620,Colegio María Reina. Calle Aranzueque,,,"BUS: 160 , 161", ENSEÑANZA: Educación infantil - Primaria - ESO - Enseñanza biling&uuml;e ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=43e0ae10c471c010VgnVCM1000000b205a0aRCRD,ARANZUEQUE,CALLE,,MADRID,MADRID,28023,ARAVACA,MONCLOA-ARAVACA,433254,4479475,40.46138559999347,-3.7885557042555327,913 070 294,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5617,Colegio María Reina. Calle Gil Polo,,,METRO: Ascao BUS: 109, ENSEÑANZA: Educación Infantil - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f5f0ae10c471c010VgnVCM1000000b205a0aRCRD,GIL Y POLO,CALLE,,MADRID,MADRID,28017,PUEBLO NUEVO,CIUDAD LINEAL,445628,4475911,40.43018266683097,-3.6423103604165754,914 075 372,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5418,Colegio María Virgen,,," METRO: Santiago Bernabéu   BUS: 5 , 11 , 14 , 27 , 40 , 43 , 120 , 126 , 147 , 150 ", ENSEÑANZA: Educación Infantil (Primer y Segundo ciclo) - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología) - Enseñanza biling&uuml;e ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9d977b503a71c010VgnVCM1000000b205a0aRCRD,PADRE DAMIAN,CALLE,,MADRID,MADRID,28036,HISPANOAMERICA,CHAMARTIN,441876,4478778,40.45575572459104,-3.686804111158116,913 440 163 - 913 440 907,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
91152,Colegio Marín Amat,,,"METRO: Bilbao , Tribunal BUS: 21 , 40 , 147 , 149", ENSEÑANZAS:  Bachillerato (Humanidades y C. Sociales - Ciencias y Tecnología). Educación Básica para personas adultas. Educación Secundaria Obligatoria para personas adultas.  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=78c1def5ab41c010VgnVCM2000000c205a0aRCRD,FUENCARRAL,CALLE,,MADRID,MADRID,28004,UNIVERSIDAD,CENTRO,440586,4475603,40.42706254672683,-3.701719651116713,914 488 971,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
6059,Colegio Mater Amabilis,,,"METRO: Villa de Vallecas BUS: 54 , 103 , 143 RENFE: Vallecas", ENSEÑANZA: Educación infantil (Segundo ciclo) - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a801ae10c471c010VgnVCM1000000b205a0aRCRD,GAVIA SECA,CALLE,,MADRID,MADRID,28031,CASCO H.VALLECAS,VILLA DE VALLECAS,447533,4470227,40.37910012984372,-3.619383271876178,913 324 935,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
22542,Colegio Mater Clementisima,,,"METRO: Portazgo BUS: 10 , 57 , 103 , 310", ENSEÑANZA: Educación Infantil - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=51e4e35bba51c010VgnVCM2000000c205a0aRCRD,ANTONIO FOLGUERAS,CALLE,,MADRID,MADRID,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS,443964,4471552,40.39080370178632,-3.6615420680611614,914 775 628,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5623,Colegio Mater Inmaculata,,,"BUS: 11 , 21 , 53 , 70 , 114 , 122 , 322", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología) - Enseñanza biling&uuml;e -  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5b11ae10c471c010VgnVCM1000000b205a0aRCRD,MADRE ANTONIA PARIS,CALLE,,MADRID,MADRID,28027,SAN PASCUAL,CIUDAD LINEAL,444822,4477489,40.444344955388196,-3.651949341214703,914 036 200,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5624,Colegio Mater Puríssima,,,"METRO: Usera BUS: 6 , 47 , 78 , 247 ", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0e21ae10c471c010VgnVCM1000000b205a0aRCRD,MADRE CANDIDA MARIA DE JESUS,CALLE,,MADRID,MADRID,28026,ALMENDRALES,USERA,440548,4470896,40.384656855874624,-3.701727081515074,914 758 054,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5627,Colegio Mater Salvatoris,,,"BUS: 160 , 162 , I"," ENSEÑANZA: Educación Infantil (Segundo ciclo) - Primaria - ESO - BACHILLERATO (Artes - Artes plásticas, diseño e imagen - Humanidades y C. Sociales - Ciencias y Tecnología).  ",0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b041ae10c471c010VgnVCM1000000b205a0aRCRD,CORUÑA,CARRETERA,,MADRID,MADRID,28023,ARAVACA,MONCLOA-ARAVACA, 40.46613,-3.7729565,,,913 071 243 - 913 071 244,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5629,Colegio Menesiano,,,"Metro: Parque de las Avenidas  Bus: 43 , 48 , 53 , 74",  Enseñanzas impartidas :   - Educación Infantil (Primer ysegundo ciclo) - Primaria - ESO - Bachillerato (Humanidades y C. Sociales - Ciencias y Tecnología)   - Formación Profesional de Grado Medio: Explotación de sistemas informáticos - Laboratorio  - Sistemas microinformáticos y redes  - Enseñanza Biling&uuml;e ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6351ae10c471c010VgnVCM1000000b205a0aRCRD,BRASILIA,AVENIDA,,MADRID,MADRID,28028,GUINDALERA,SALAMANCA,444025,4476785,40.43795858894732,-3.6612848173165764,917 269 804 - 917 269 802,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5640,Colegio Minerva,,,"METRO: Vicálvaro BUS: 4 , 100 , 106 , 130 RENFE: Vicálvaro", ENSEÑANZA: Educación Infantil - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1661ae10c471c010VgnVCM1000000b205a0aRCRD,VILLARDONDIEGO,CALLE,,MADRID,MADRID,28032,AMBROZ,VICALVARO,448507,4473332,40.40713296837946,-3.6081612836038923,917 762 511,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5642,Colegio Mirasierra,,,METRO: Ascao BUS: 109, ENSEÑANZA: Educación Infantil - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c871ae10c471c010VgnVCM1000000b205a0aRCRD,ASCAO,CALLE,,MADRID,MADRID,28017,PUEBLO NUEVO,CIUDAD LINEAL,445814,4475962,40.43065426548559,-3.640122017463213,913 673 087 - 913 673 478,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5641,Colegio Mirasol,,,"BUS: 49 , 64 , 67 , 83 , 124 , 133 , 134", ENSEÑANZA: Educación Infantil (Primer y segundo ciclo) - Educación Primaria ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=292ac05ef571c010VgnVCM1000000b205a0aRCRD,PEÑA DORADA,CALLE,,MADRID,MADRID,28034,MIRASIERRA,FUENCARRAL-EL PARDO,439629,4482039,40.484971529414466,-3.713613918066596,917 386 100 - 917 386 121,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5497,Colegio Montealto,,,"BUS: 49 , 64 , 124 , 134", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7b81ae10c471c010VgnVCM1000000b205a0aRCRD,LA MASO,CALLE,,MADRID,MADRID,28034,MIRASIERRA,FUENCARRAL-EL PARDO,439581,4482297,40.487292183649174,-3.714204863545418,917 388 100 - 917 388 121,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5645,Colegio Montpellier,,,"METRO: Barrio Concepción BUS: 21 , 48 , 146", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología) - Enseñanza biling&uuml;e ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2e91ae10c471c010VgnVCM1000000b205a0aRCRD,VIRGEN DEL VAL,CALLE,,MADRID,MADRID,28027,SAN PASCUAL,CIUDAD LINEAL,444625,4476782,40.437962804054195,-3.6542104514222236,914 041 100,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
6204,Colegio Montserrat,,,"METRO: Sáinz de Baranda BUS: 2 , 15 , 30 , 56 , 143 , 215 ", ENSEÑANZA: Educación Infantil (segundo ciclo) - Primaria - ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d0b1ae10c471c010VgnVCM1000000b205a0aRCRD,JOSE MARTINEZ DE VELASCO,CALLE,,MADRID,MADRID,28007,ESTRELLA,RETIRO,443463,4474380,40.41624598997424,-3.667696421048724,915 744 091 - 914 008 560,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5648,Colegio Natividad de Nuestra Señora,,,"METRO: Diego de León BUS: 1 , 12 , 43 , 48 , 56 , 74 , C", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=36d1ae10c471c010VgnVCM1000000b205a0aRCRD,MARTINEZ IZQUIERDO,CALLE,,MADRID,MADRID,28028,GUINDALERA,SALAMANCA,443185,4476201,40.43263153804126,-3.6711360146351573,913 555 686 - 917 263 388,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5430,Colegio Nazaret,,,"METRO: Simancas BUS: 4 , 38 , 48 , 70 , 109", ENSEÑANZA: Educación Infantil - Primaria - ESO - Enseñanza biling&uuml;e ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f2c77b503a71c010VgnVCM1000000b205a0aRCRD,CASTILLO DE UCLES,CALLE,,MADRID,MADRID,28037,SIMANCAS,SAN BLAS-CANILLEJAS,446979,4475590,40.42737829810719,-3.6263569598518295,913 049 368,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5382,Colegio Nazaret - Oporto,,,"METRO: Oporto , Urgel BUS: 34 , 55 , 81 , 108 , 118 , 119 ", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y C. Sociales)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=40b77b503a71c010VgnVCM1000000b205a0aRCRD,CLARISAS,CALLE,,MADRID,MADRID,28019,OPAÑEL,CARABANCHEL,438319,4471535,40.39025093638631,-3.7280479560629614,914 714 902,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5655,Colegio Nebrija Rosales,,,"METRO: Carabanchel , Carpetana BUS: 17 ", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e8e1ae10c471c010VgnVCM1000000b205a0aRCRD,CARLOS DOMINGO,CALLE,,MADRID,MADRID,28047,ALUCHE,LATINA,436925,4471630,40.391002165073715,-3.744480783771296,914 650 315,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5656,Colegio Nervión,,,"METRO: República Argentina BUS: 7 , 16 , 19 , 51", ENSEÑANZA: Educación Infantil - Primaria  Enseñanza Biling&uuml;e ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9bf1ae10c471c010VgnVCM1000000b205a0aRCRD,NERVION,CALLE,,MADRID,MADRID,28002,EL VISO,CHAMARTIN,442097,4477794,40.4469068614183,-3.6841079435359054,915 623 030 - 915 626 191 ,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5352,Colegio Nuestra Señora de Fátima. Calle Alcalá,,,"METRO: El Carmen , Quintana BUS: 21 , 38 , 48 , 113 , 146", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a5d77b503a71c010VgnVCM1000000b205a0aRCRD,ALCALA,CALLE,,MADRID,MADRID,28027,VENTAS,CIUDAD LINEAL,444901,4476184,40.432594065961545,-3.6509044490781974,913 260 455,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
6066,Colegio Nuestra Señora de Fátima. Calle Manuel Muñoz,,,"METRO: Usera BUS: 6 , 47 , 78 , 247 ", ENSEÑANZA: Educación Infantil - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4e02ae10c471c010VgnVCM1000000b205a0aRCRD,MANUEL MUÑOZ,CALLE,,MADRID,MADRID,28026,ALMENDRALES,USERA,440599,4470919,40.384876704918824,-3.701128511722845,914 757 880,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
6064,Colegio Nuestra Señora de Gracia,,,"BUS: 18 , 22 , 59 , 79 , 86 ", ENSEÑANZA: ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f022ae10c471c010VgnVCM1000000b205a0aRCRD,GIGANTES Y CABEZUDOS,PASEO,,MADRID,MADRID,28041,LOS ANGELES,VILLAVERDE,441178,4468119,40.35968488685472,-3.694048574611277,913 173 225,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5666,Colegio Nuestra Señora de la Consolación,,,"METRO: Plaza de Castilla BUS: 5 , 27 , 147 , 149 , 150 ", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a332ae10c471c010VgnVCM1000000b205a0aRCRD,MADRE MOLAS,PLAZA,,MADRID,MADRID,28036,NUEVA ESPAÑA,CHAMARTIN,442069,4479590,40.463084149952806,-3.6845905058937194,913 592 905 - 913 592 904,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5667,Colegio Nuestra Señora de la Estrella,,,"METRO: Portazgo BUS: 54 , 57 , 58 , 103 , 136 ", ENSEÑANZA: Educación Infantil - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5642ae10c471c010VgnVCM1000000b205a0aRCRD,CRUCERO BALEARES,CALLE,,MADRID,MADRID,28038,NUMANCIA,PUENTE DE VALLECAS,444070,4471914,40.39407194977698,-3.6603250522156263,914 372 234,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5669,Colegio Nuestra Señora de la Merced. Avenida Alfonso XIII,,,"METRO: Colombia BUS: 7 , 11 , 14 , 40 , 87 , 150 ", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0952ae10c471c010VgnVCM1000000b205a0aRCRD,ALFONSO XIII,AVENIDA,,MADRID,MADRID,28016,NUEVA ESPAÑA,CHAMARTIN,442494,4479263,40.46016789814495,-3.6795600113405458,913 508 706,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5670,Colegio Nuestra Señora de la Merced. Calle José Luis Arrese,,,"BUS: 15 , 71 , 110 , 210", ENSEÑANZA: Educación Infantil (Primer y segundo ciclo)- Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bb62ae10c471c010VgnVCM1000000b205a0aRCRD,JOSE LUIS DE ARRESE,CALLE,,MADRID,MADRID,28017,VENTAS,CIUDAD LINEAL,444530,4475013,40.42202035059318,-3.6551758296831087,913 556 394 - 913 557 060,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5807,Colegio Nuestra Señora de la Merced. Calle Zaida,,,"METRO: Vista Alegre , Carpetana BUS: 55 , 119 ", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6e72ae10c471c010VgnVCM1000000b205a0aRCRD,ZAIDA,CALLE,OTRA ENTRADA POR C/ JOSE GARRIDO 10,MADRID,MADRID,28019,SAN ISIDRO,CARABANCHEL,437673,4471787,40.39247289490103,-3.73568351648087,91 472 76 50,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5673,Colegio Nuestra Señora de la Paz,,,"METRO: Pacífico BUS: 10 , 24 , 37 , 54 , 56 , 57 , 141", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c3a2ae10c471c010VgnVCM1000000b205a0aRCRD,VALDERRIBAS,CALLE,,MADRID,MADRID,28007,PACIFICO,RETIRO,442731,4473120,40.404845091517394,-3.6762102912144026,915 528 595,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5682,Colegio Nuestra Señora de la Providencia,,,"METRO: Usera BUS: 6 , 23 , 47 , 78 , 247 ", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=76b2ae10c471c010VgnVCM1000000b205a0aRCRD,MONEDEROS,CALLE,,MADRID,MADRID,28026,MOSCARDO,USERA,440445,4471415,40.38932490762421,-3.7029890946378794,914 753 009,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5496,Colegio Nuestra Señora de la Vega,,,"Metro: Peña Grande , Antonio Machado  Bus: 42 , 49 , 126 , 128 ",  Enseñanzas impartidas :   - Educación Infantil (Primer y segundo ciclo) - Primaria - ESO - Bachillerato (Humanidades y C. Sociales - Ciencias y Tecnología)  - Formación Profesional de Grado Superior: Administración de sistemas informáticos - Administración de Sistemas Informáticos en red - Desarrollo de aplicaciones informáticas.  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=29c2ae10c471c010VgnVCM1000000b205a0aRCRD,CHANTADA,CALLE,,MADRID,MADRID,28029,EL PILAR,FUENCARRAL-EL PARDO,439724,4480757,40.47342973121865,-3.712371011419384,917 386 700,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados
5359,Colegio Nuestra Señora de las Delicias,,,"METRO: Delicias BUS: 8 , 19 , 45 , 47 , 59 , 85 , 86 , 247", ENSEÑANZA: Educación Infantil - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0bf77b503a71c010VgnVCM1000000b205a0aRCRD,DELICIAS,PASEO,,MADRID,MADRID,28045,DELICIAS,ARGANZUELA,441206,4472363,40.39791914941328,-3.694111102176117,915 274 934 - 915 273 078,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5683,Colegio Nuestra Señora de las Escuelas Pias. Calle Eugenia de Montijo,,,"BUS: 34 , 47 , 121 , 131 , 139", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dbd2ae10c471c010VgnVCM1000000b205a0aRCRD,EUGENIA DE MONTIJO,CALLE,,MADRID,MADRID,28044,PUERTA BONITA,CARABANCHEL,436389,4469938,40.375719071596556,-3.7506265072656086,914 654 400,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
6067,Colegio Nuestra Señora de las Escuelas Pias. Calle Ocaña,,,"METRO: Eugenia de Montijo BUS: 17 , 25 , 31 , 121 ", ENSEÑANZA: Educación Infantil - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8ee2ae10c471c010VgnVCM1000000b205a0aRCRD,OCAÑA,CALLE,,MADRID,MADRID,28047,ALUCHE,LATINA,436133,4471455,40.38936523944137,-3.7537942291118065,917 183 685,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5663,Colegio Nuestra Señora de las Maravillas,,,"METRO: Nuevos Ministerios ,República Argentina BUS: 7 , 14 , 16 , 19 , 27 , 40 , 51 , 126 , 147 , 150 , C"," ENSEÑANZA: Primaria - ESO - BACHILLERATO (Artes - Artes plásticas, diseño e imagen - Humanidades y C. Sociales - Ciencias y Tecnología)  ",0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3103ae10c471c010VgnVCM1000000b205a0aRCRD,GUADALQUIVIR,CALLE,,MADRID,MADRID,28002,EL VISO,CHAMARTIN,441830,4477781,40.446771076569846,-3.6872550860633133,917 823 500,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
