PK,NOMBRE,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,TIPO
181003,Escuela Infantil Contumami la Vaguada," METRO: Barrio de Pilar   BUS: 128 , 132 , 137 , 49 , 83 ",,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e045def5ab41c010VgnVCM2000000c205a0aRCRD,FONSAGRADA,PLAZA,NUM,10,MADRID,MADRID,28029,EL PILAR,FUENCARRAL-EL PARDO,440070,4481268,40.47805809225937,-3.7083379372214047,91 739 54 17,91 739 54 17,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
134169,Escuela Infantil Cosquillas II,"METRO: Legazpi &#13;BUS: 6 , 18 , 22 , 47 , 59 , 62 , 76 , 79 , 85 , 86 , 88 , 123 , 148",  ENSE�ANZA: Educaci�n infantil  ,,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5d956da0aa81c010VgnVCM1000000b205a0aRCRD,TENIENTE CORONEL NORE�A,CALLE,NUM,26,MADRID,MADRID,28045,LEGAZPI,ARGANZUELA,441264,4471294,40.38829313324962,-3.6933289122764474,91 527 26 73,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
8161671,Escuela Infantil Creativa La Gavia,"  Bus : 142, 145   Metro : La Gavia ",  Ense�anza : Primer ciclo de Educaci�n infantil ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9f5fdb909f3ee410VgnVCM1000000b205a0aRCRD,ENTREPE&Ntilde;AS,CALLE,V,27,MADRID,MADRID,28051,CASCO H.VALLECAS,VILLA DE VALLECAS,448694,4469331,40.37110076643437,-3.605634570890115,692 951 225,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
4539254,Escuela Infantil Creativa las Tablas,,,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8eb858c294051110VgnVCM2000000c205a0aRCRD,PUENTE LA REINA,CALLE,V,36,MADRID,MADRID,28050,VALVERDE,FUENCARRAL-EL PARDO,442702,4483897,40.50191830892272,-3.677526375886855,91 427 07 83,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
6009,Escuela Infantil Cri - Cri,"METRO: Artilleros &#13;BUS: 8 , 63 , 71 , 100 , 143 , 145 , E ",  ENSE�ANZA: Educaci�n infantil  ,,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2a84f3216571c010VgnVCM1000000b205a0aRCRD,CORREGIDOR JUAN FRANCISCO DE LUJAN,CALLE,NUM,21,MADRID,MADRID,28030,FONTARRON,MORATALAZ,445109,4472881,40.4028525301185,-3.6481666967045276,91 439 40 05,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5335,Escuela Infantil CSIC (Consejo Superior de Investigaciones Cient�ficas)," METRO: Rep�blica Argentina   BUS: 7 , 14 , 16 , 19 , 51 ", ENSE�ANZA: Educaci�n infantil (Primer ciclo) ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=86ac13db5b71c010VgnVCM1000000b205a0aRCRD,JORGE MANRIQUE,CALLE,V,27,MADRID,MADRID,28006,EL VISO,CHAMARTIN,441865,4477383,40.44318816255785,-3.686805888254794,915 854 980,915 855 062,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5236150,Escuela Infantil Cuartel General del Ej�rcito del Aire," METRO: Moncloa, Arg&uuml;elles  BUS: 1, 44, 62, 82, 83, 132, 133, C1, C2, G ", ENSE�ANZA: Educaci�n infantil (Primer ciclo)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a74978a79da4f110VgnVCM2000000c205a0aRCRD,ROMERO ROBLEDO,CALLE,V,8,MADRID,MADRID,28008,ARGUELLES,MONCLOA-ARAVACA,439092,4476229,40.432593580178384,-3.719390985599627,"915 032 759  
917 080 206",917 080 207,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5784991,Escuela Infantil Cuchitos,"  Bus : 12, 56, 61, 72, C1-C2   Metro : Diego de Le�n ", ENSE�ANZA: Educaci�n Infantil (Primer ciclo)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=39a458304648a210VgnVCM1000000b205a0aRCRD,GENERAL DIAZ PORLIER,CALLE,V,99,MADRID,MADRID,28006,LISTA,SALAMANCA,442729,4476446,40.434807286078666,-3.676533942680635,914 013 958 ,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
178882,Escuela Infantil Cucutr�s,"METRO: Canillas BUS: 73 , 112 , 153", ENSE�ANZA: Educaci�n Infantil (Primer ciclo)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=80174b6faa61c010VgnVCM1000000b205a0aRCRD,PATRICIO AGUADO,PLAZA,V,6,MADRID,MADRID,28043,CANILLAS,HORTALEZA,446098,4479691,40.46426562497467,-3.637091129196918,625 35 01 43/ 91 300 22  57,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5312606,Escuela Infantil Cuenta Conmigo," METRO: Legazpi, Arganzuela  BUS: 6, 8, 18, 19, 22,  45, 47, 59, 62, 76, 123, 148, 247 ", ENSE�ANZA: Educaci�n infantil (primer ciclo)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0f9ceb6159be0210VgnVCM2000000c205a0aRCRD,HIERRO 15,CALLE,V,17,MADRID,MADRID,28045,DELICIAS,ARGANZUELA,441406,4471808,40.392942618106495,-3.6916916558271247,91 530 01 27,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
181011,Escuela Infantil Cuentacuentos,"BUS: 57 , 10 , 310 , 410 , 144",  ENSE�ANZA: Educaci�n Infantil (primer ciclo)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9355def5ab41c010VgnVCM2000000c205a0aRCRD,PABLO NERUDA,AVENIDA,NUM,51,MADRID,MADRID,28018,PALOMERAS SURESTE,PUENTE DE VALLECAS,445167,4470802,40.38412745427561,-3.6473038609001662,91 777 46 63,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5844,Escuela Infantil Cuna de Jes�s,"METRO: Diego de Le�n &#13;BUS: 1 , 12 , 43 , 48 , 56 , 72 , 73 , 74 , C",  ENSE�ANZA: Educaci�n infantil  ,,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8fa4f3216571c010VgnVCM1000000b205a0aRCRD,FERRER DEL RIO,CALLE,NUM,26,MADRID,MADRID,28028,GUINDALERA,SALAMANCA,443180,4476462,40.43498241594533,-3.671218339550121,91 725 63 27,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5785131,Escuela Infantil De Oca a Oca,"  Bus : 17, 35   Metro : Vista Alegre ", ENSE�ANZA: Educaci�n Infantil (Primer ciclo)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=819c4e552c48a210VgnVCM1000000b205a0aRCRD,TINTAS,CALLE,V,6,MADRID,MADRID,28025,VISTA ALEGRE,CARABANCHEL,437240,4471425,40.389179269701714,-3.740749338740959,615 013 014 ,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
4689360,Escuela Infantil De Peques,"  Bus : 14, 32, 63, 10, 56, 156  Metro : Conde Casal ",  Ense�anza : Educaci�n infantil (Primer Ciclo) ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a0a730c9e9756110VgnVCM1000000b205a0aRCRD,WALIA,CALLE,V,7,MADRID,MADRID,28007,NI�O JESUS,RETIRO,443104,4473415,40.40752823629685,-3.671841205579265,915 514 433,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
6526664,Escuela Infantil del Complejo Cuzco," BUS: 2, 11, 27, 40, 147  METRO: Cuzco ", ENSE�ANZA: Educaci�n infantil (Primer Ciclo) ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d6fc02c3c2b09310VgnVCM1000000b205a0aRCRD,CASTELLANA,PASEO,V,162,MADRID,MADRID,28046,HISPANOAMERICA,CHAMARTIN,441662,4479066,40.45833513149752,-3.6893543428087257,915 835 449,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
6526674,Escuela Infantil del Cuerpo Nacional de Polic�a, BUS: 87  METRO: Pinar del Rey , ENSE�ANZA: Educaci�n infantil (Primer Ciclo) ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7ebf02c3c2b09310VgnVCM1000000b205a0aRCRD,JULIAN GONZALEZ SEGADOR S/N,CALLE,V,,MADRID,MADRID,28043,CANILLAS,HORTALEZA,445153,4480059,40.467518780269025,-3.6482689488983264,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5027288,Escuela Infantil del Ministerio de Defensa," BUS: 5, 27, 40 147  METRO: Santiago Bernabeu ", ENSE�ANZA: Educaci�n Infantil  1&ordm; Ciclo ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f0847f3630a1d110VgnVCM1000000b205a0aRCRD,CASTELLANA,PASEO,V,109,MADRID,MADRID,28046,CUATRO CAMINOS,TETUAN,441525,4478754,40.45551485327102,-3.6909412593195112,917 743 545,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5027289,Escuela Infantil del Ministerio de Fomento," BUS: 7, 14, 27, 40, 147, 150  METRO: Nuevos Ministerios ", ENSE�ANZA: Educaci�n Infantil  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c0b47f3630a1d110VgnVCM1000000b205a0aRCRD,CASTELLANA,PASEO,V,67,MADRID,MADRID,28046,RIOS ROSAS,CHAMBERI,441418,4477427,40.44355310068128,-3.6920804671812695,915 977 097 ,915 977 098,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5362709,Escuela Infantil del Ministerio de Inmigraci�n," BUS: 5, 12   METRO: Alonso Cano ", ENSE�ANZA: Educaci�n infantil (Primer ciclo)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4367418d2f602210VgnVCM1000000b205a0aRCRD,JOSE ABASCAL,CALLE,V,39,MADRID,MADRID,28003,RIOS ROSAS,CHAMBERI,440992,4476865,40.43846918127899,-3.6970511917301576,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5929,Escuela Infantil Delphos,"METRO: Barrio Concepci�n , Pueblo Nuevo BUS: 21 , 48 , 146", ENSE�ANZA: Educaci�n Infantil (Primer y segundo ciclo) ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=32c4f3216571c010VgnVCM1000000b205a0aRCRD,ESTRECHO DE COREA,CALLE,NUM,34,MADRID,MADRID,28027,CONCEPCION,CIUDAD LINEAL,445179,4477117,40.441017444019636,-3.647707729914161,914 086 309,913 770 449,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
62446,Escuela Infantil Denenes,"METRO: Barrio Concepci�n , Pueblo Nuevo &#13;BUS: 21 , 38 , 48 , 109 , 146",  ENSE�ANZA: Educaci�n infantil  ,,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=baec7589f451c010VgnVCM1000000b205a0aRCRD,VIRGEN DE LLUC,CALLE,NUM,13,MADRID,MADRID,28027,QUINTANA,CIUDAD LINEAL,445204,4476587,40.4362445680186,-3.6473671662433267,91 407 26 09,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
4733728,Escuela Infantil Diciembre Garden,  Bus : 77 ,  Ense�anza : Educaci�n infantil (Primer Ciclo) ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=73644c3ee0ca7110VgnVCM1000000b205a0aRCRD,DICIEMBRE,CALLE,V,41,MADRID,MADRID,28022,REJAS,SAN BLAS-CANILLEJAS,451815,4477305,40.44312298625488,-3.5694788944221445,655 888 342,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5963,Escuela Infantil Dina Condado,"BUS: 29 , 129 , 150", ENSE�ANZA: Educaci�n infantil (primer Ciclo)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e4d4f3216571c010VgnVCM1000000b205a0aRCRD,CONDADO DE TREVI�O,CALLE,NUM,35,MADRID,MADRID,28033,COSTILLARES,CIUDAD LINEAL,443416,4481535,40.480698522143776,-3.668889109311785,91 302 75 74,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5379594,Escuela Infantil Dina Condado 2,"BUS: 29 , 129 , 150", ENSE�ANZA: Educaci�n infantil (primer Ciclo)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=793d4ad56a372210VgnVCM1000000b205a0aRCRD,CONDADO DE TREVI�O,CALLE,NUM,35,MADRID,MADRID,28033,COSTILLARES,CIUDAD LINEAL,443416,4481535,40.480698522143776,-3.668889109311785,91 302 75 74,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5923,Escuela Infantil Disney,"METRO: Pavones &#13;BUS: 8 , 71 , 100 , 140 ",  ENSE�ANZA: Educaci�n infantil  ,,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=97e4f3216571c010VgnVCM1000000b205a0aRCRD,VALDEBERNARDO,CALLE,NUM,26,MADRID,MADRID,28030,PAVONES,MORATALAZ,446567,4472925,40.40334394557083,-3.6309894019050275,91 773 44 18,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
177754,Escuela Infantil Diventium I,"BUS: 34 , 47 , 108 , 121 , 131", ENSE�ANZA: Educaci�n Infantil (primer ciclo)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=33274b6faa61c010VgnVCM1000000b205a0aRCRD,EPOCA,CALLE,V,6,MADRID,MADRID,28025,PUERTA BONITA,CARABANCHEL,436706,4470242,40.37848181618703,-3.7469228248945585,91 462 89 94,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
7693065,Escuela Infantil Divertia," Bus: 7, 29, 107, 125, 129, 150 ",  Ense�anza : Educaci�n infantil (Primer Ciclo) ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=96288cd55c139410VgnVCM2000000c205a0aRCRD,GOLFO DE SALONICA,CALLE,V,25,MADRID,MADRID,28033,COSTILLARES,CIUDAD LINEAL,443692,4481196,40.477663457819276,-3.6656028436031907,917 666 793 / 653 159 610,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
8158592,Escuela Infantil Di�bolo," Bus: 6, 8 , 19 , 45 , 47 , 59 , 85 , 86 , 148, 247  Metro: Delicias ", Ense�anza: Primer Ciclo de Educaci�n infantil  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a51a3604759de410VgnVCM1000000b205a0aRCRD,CACERES,CALLE,V,10,MADRID,MADRID,28045,DELICIAS,ARGANZUELA,441074,4472447,40.398666517536626,-3.695674239964103,911 301 510,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
103714,Escuela Infantil Don Melit�n,"METRO: Torre Arias &#13;BUS: 38 , 48 , 140 , 153",  ENSE�ANZA: Educaci�n infantil (Primer ciclo)  ,,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=40b48899fc81c010VgnVCM1000000b205a0aRCRD,CANILLEJAS A VICALVARO,AVENIDA,NUM,25,MADRID,MADRID,28022,CANILLEJAS,SAN BLAS-CANILLEJAS,447943,4477072,40.44079006009269,-3.615114719259008,91 741 20 75,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5273558,Escuela Infantil Don Melit�n III,"  Bus : 116, 121, 131, 155 ",  Ense�anza : Educaci�n infantil (Primer Ciclo) ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1163a9a3930ff110VgnVCM2000000c205a0aRCRD,POLAN 7,CALLE,V,8,MADRID,MADRID,28025,ABRANTES,CARABANCHEL,438445,4469694,40.37372070243927,-3.7263858039679465,913 411 185,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
8182123,Escuela Infantil Don Melit�n IV,"  Bus : 142, 145   Metro : Valdecarros ",  Ense�anza : Primer ciclo de Educaci�n infantil ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7437f6564c37f410VgnVCM2000000c205a0aRCRD,CERRO MILANO,AVENIDA,V,141,MADRID,MADRID,28051,CASCO H.VALLECAS,VILLA DE VALLECAS,450265,4468529,40.36397122895315,-3.5870560596598677,913 411 185,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5103040,Escuela Infantil Educando,"  Bus : 10, 14, 32, 56, 63    Metro:  Conde Casal, Pac�fico ",  Ense�anza : Educaci�n infantil (Primer Ciclo) ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=65e3a1c78317d110VgnVCM1000000b205a0aRCRD,DOCTOR ESQUERDO,CALLE,V,183,MADRID,MADRID,28007,ADELFAS,RETIRO,443152,4473107,40.40475688861089,-3.6712479758825918,"91 552 53 56&#13;
615 51 44 43",,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5785637,Escuela Infantil Educando II,"  Bus : 10, 14, 32, 56, 63, 156   Metro : Conde de Casal ",  Ense�anza : Primer Ciclo de Educaci�n infantil  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4aca4b801698a210VgnVCM1000000b205a0aRCRD,DOCTOR ESQUERDO,CALLE,V,183,MADRID,MADRID,28007,ADELFAS,RETIRO,443152,4473107,40.40475688861089,-3.6712479758825918,915 525 268,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5114565,Escuela Infantil Educavida Es-Cool,"  Bus : 10, 56 ",  Ense�anza : Educaci�n infantil (Primer Ciclo) ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3802b79d7c67d110VgnVCM1000000b205a0aRCRD,JUAN DE JUANES,CALLE,V,10,MADRID,MADRID,28007,ADELFAS,RETIRO,443384,4472830,40.402277357315704,-3.668489354645208,"915 521 713&#13;
615 970 299",,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
8161624,Escuela Infantil Educavita,"  Bus : 162, 651, 652, 653, 654  ",  Ense�anza : Primer ciclo de Educaci�n infantil ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f2f6589fbe3ee410VgnVCM1000000b205a0aRCRD,DOMINGO ALVAREZ,CALLE,V,11,MADRID,MADRID,28023,EL PLANTIO,MONCLOA-ARAVACA,429354,4480774,40.472773205844675,-3.834696040013803,914 905 930 - 607 679 419,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
5114649,Escuela Infantil Eduqa Las Tablas,"  Bus : 173, 174, 176 ",  Ense�anza : Educaci�n infantil (Primer Ciclo) ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d13a76113e67d110VgnVCM1000000b205a0aRCRD,BURGOS (Ciudad empresarial Adequa),AVENIDA,V,89,MADRID,MADRID,28050,VALVERDE,FUENCARRAL-EL PARDO,443180,4482812,40.49218613125773,-3.671788003444475,913 029 626,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
62627,Escuela Infantil El Arrullo,"METRO: Valdebernardo BUS: 8, 71", ENSE�ANZA: Educaci�n Infantil (Primer ciclo)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6dfc7589f451c010VgnVCM1000000b205a0aRCRD,JOSE PRAT,BULEVAR,NUM,7,MADRID,MADRID,28032,CASCO H.VICALVARO,VICALVARO,447110,4472381,40.39847798716477,-3.6245453684673117,913 051 271,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
178182,Escuela Infantil El Arrullo  V,"BUS: 30, 100", ENSE�ANZA: Educaci�n Infantil (primer ciclo)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e5374b6faa61c010VgnVCM1000000b205a0aRCRD,DOCTOR GARCIA TAPIA,AVENIDA,V,232,MADRID,MADRID,28030,HORCAJO,MORATALAZ,447059,4473215,40.405987943486146,-3.625215819343535,917 515 485 ,917 515 488,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5937,Escuela Infantil El Arrullo I,METRO: Congosto BUS: 142, ENSE�ANZA: Educaci�n infantil (Primer ciclo)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0545f3216571c010VgnVCM1000000b205a0aRCRD,PE�A NUEVA,CALLE,NUM,74,MADRID,MADRID,28031,CASCO H.VALLECAS,VILLA DE VALLECAS,447434,4469292,40.370670754051595,-3.620472208487379,913 323 769 ,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5936,Escuela Infantil El Arrullo II,"METRO: Villa de Vallecas BUS: 54 , 103 , 143", ENSE�ANZA: Educaci�n infantil (Primer ciclo)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b755f3216571c010VgnVCM1000000b205a0aRCRD,MONTES DE BARBANZA,CALLE,NUM,17,MADRID,MADRID,28031,CASCO H.VALLECAS,VILLA DE VALLECAS,447599,4469990,40.37696923268548,-3.6185862746517308,913 315 863 - 913 321 683,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
6165600,Escuela Infantil El Arrullo VI,"METRO: Villa de Vallecas BUS: 54 , 103 , 142", ENSE�ANZA: Educaci�n infantil (Primer  y segundo ciclo) ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=826b786244932310VgnVCM2000000c205a0aRCRD,MONTES DE BARBANZA,CALLE,V,19,MADRID,MADRID,28031,CASCO H.VALLECAS,VILLA DE VALLECAS,447564,4470021,40.377246295910794,-3.61900111210019,913 321 683 - 913 315 863,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
4689313,Escuela Infantil El Beb�,"  Bus :82, 83, 133 ",  Ense�anza : Educaci�n infantil ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=595c945978756110VgnVCM1000000b205a0aRCRD,ISLAS MASCARE�AS,CALLE,V,11,MADRID,MADRID,28035,PE�A GRANDE,FUENCARRAL-EL PARDO,438128,4481515,40.48014047012414,-3.7312716011805818,91 316 50 94,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5040,Escuela Infantil El Bel�n,METRO: Fuencarral BUS: 66, ENSE�ANZA: Educaci�n infantil (Primer y Segundo ciclo)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=89cda4ea6871c010VgnVCM1000000b205a0aRCRD,BRAILLE,CALLE,NUM,23,MADRID,MADRID,28034,VALVERDE,FUENCARRAL-EL PARDO,441033,4483197,40.49550431376966,-3.6971572791709693,917 341 043,917 341 043,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas
